"Nom","Description synopsis","Nom Saison","Titre Épisode","Description Épisode","Durée","Épisodes Inclus","Nom Fichier Image"
"Monster","Henshū - L'histoire se déroule en Allemagne, en 1986, à Düsseldorf. Kenzo Tenma, le personnage principal, est un jeune neurochirurgien très talentueux, destiné à une brillante carrière et fiancé à la fille du directeur de l'hôpital, Eva Heinman. Mais un jour il refuse de soigner le maire et préfère soigner un garçon blessé d'une balle dans la tête. Sa sœur jumelle est aussi internée dans l'hôpital car elle est très choquée. Leurs parents (adoptifs) ont été assassinés sauvagement. Le garçon s'en sort, mais le maire meurt, faute de soins. Tenma est alors rétrogradé par le directeur de l'hôpital et Eva le quitte. Peu de temps après, le garçon et sa sœur disparaissent.

Neuf ans plus tard alors que Tenma est sur le point de devenir le directeur d'hôpital, il est accusé de meurtre qui ont en fait été commis par Johann, ce garçon de 11 ans qu'il avait sauvé. Dès lors l'inspecteur Rünge, un homme de caractère et de confiance prend en charge l'enquête. Il poursuit Tenma sans relâche tandis que ce-dernier poursuit Johann ; car Tenma, qui se demande s'il n'a pas sauvé un ""Monstre"", sait que les meurtres sont ""l'œuvre"" de son ancien patient.","Avalokitesvara","Les Yeux du Diable (Partie 1)","Karl Neuman, un jeune étudiant, fait la lecture à Hans Schuvald, un vieil homme presque aveugle. Karl est à la recherche de ses parents. Il fera la connaissance de Laute Frank qui, elle aussi, travaille chez le vieil homme. Elle l’aidera à découvrir qui se fait passer pour lui en prétendant être le fils de Margotte Langer.","3:00:17","25 - 30","39_Monster_Les Yeux du Diable _Partie 1_.webp"
"Monster","Henshū - L'histoire se déroule en Allemagne, en 1986, à Düsseldorf. Kenzo Tenma, le personnage principal, est un jeune neurochirurgien très talentueux, destiné à une brillante carrière et fiancé à la fille du directeur de l'hôpital, Eva Heinman. Mais un jour il refuse de soigner le maire et préfère soigner un garçon blessé d'une balle dans la tête. Sa sœur jumelle est aussi internée dans l'hôpital car elle est très choquée. Leurs parents (adoptifs) ont été assassinés sauvagement. Le garçon s'en sort, mais le maire meurt, faute de soins. Tenma est alors rétrogradé par le directeur de l'hôpital et Eva le quitte. Peu de temps après, le garçon et sa sœur disparaissent.

Neuf ans plus tard alors que Tenma est sur le point de devenir le directeur d'hôpital, il est accusé de meurtre qui ont en fait été commis par Johann, ce garçon de 11 ans qu'il avait sauvé. Dès lors l'inspecteur Rünge, un homme de caractère et de confiance prend en charge l'enquête. Il poursuit Tenma sans relâche tandis que ce-dernier poursuit Johann ; car Tenma, qui se demande s'il n'a pas sauvé un ""Monstre"", sait que les meurtres sont ""l'œuvre"" de son ancien patient.","Avalokitesvara","Les Yeux du Diable (Partie 2)","Le docteur Leichwein a été sauvé par Kenzo Tenma. Ce premier va lui trouver une planque dans Munich et tout deux vont enquêter sur Johann. De son côté, le docteur Gillen, questionné par l'inspecteur Runge, tente de le persuader de l'innocence du docteur Tenma et de la culpabilité de Johann.","3:01:27","31 - 39","39_Monster_Les Yeux du Diable _Partie 2_.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Prologue","L'humanité tout entière a été pétrifiée, et les causes sont pour le moment inconnues. Heureusement, Senku et Taiju, deux lycéens, se réveillent 3 700 ans plus tard et comptent recréer une civilisation de zéro. De plus, il leur faut impérativement sauver Yuzuriha, dont Taiju est éperdument amoureux...","01h31","1 - 5","44_Dr Stone_Prologue.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Dr Stone, le commencement","Senku gît, inanimé, dans les bras de son ami, Taiju. Ce dernier, terrassé, arrivera-t-il à garder son sang-froid face à Tsukasa et sa redoutable assurance ?","00h32","5 - 6","44_Dr Stone_Dr Stone_ le commencement.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Nous brandirons la lumière de la science","Senku découvre Kohaku et décide de la secourir. Il fait appel à ses connaissances scientifiques et grâce à l'aide de poulies, parvient à soulever le tronc d'arbre et à libérer d'accompagner Kohaku. Il décide de la suivre après qu'elle l'ait invité dans son village. Il a besoin de main-d’œuvre pour bâtir le royaume de la science, et il semblerait qu'elle connaisse l'homme parfait pour ça...","01h04","7 - 9","44_Dr Stone_Nous brandirons la lumière de la science.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Sauvons Ruri !","Gen Asagiri, l'homme le plus frivole au monde, n'a pas encore dévoilé dans quel camp il se rangeait. Va-t-il trahir Senku et le royaume de la science, ou mentir à Tsukasa ?","02h02","10 - 15","44_Dr Stone_Sauvons Ruri _.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Les origines du village Ishigami","Ruri connaissait déjà le nom complet de Senku, soit Senku Ishigami ! Comment est-ce possible ? Il semblerait que le dernier récit des cent contes s'intitule « Senku Ishigami »...","00h41","16 - 17","44_Dr Stone_Les origines du village Ishigami.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Le téléphone portable","Gen n'a pas réussi à convaincre Tsukasa de la mort de Senku, ce qui rend l'ennemi très nerveux. Il enverra ses nouveaux guerriers dépétrifiés à vitesse grand V prendre d'assaut le village Ishigami !","02h28","18 - 24","44_Dr Stone_Le téléphone portable.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Chrome le scientifique","L'équipe de Chrome, Magma et Gen, en route vers le QG de Tsukasa, transporte un des téléphones conçus par le royaume de la science. Homura les talonne afin de découvrir leur secret.","01h34","26 - 30","44_Dr Stone_Chrome le scientifique.webp"
"Dr Stone","Henshū - Taiju, un lycéen comme les autres, raconte à son meilleur ami Senku, un génie des sciences, qu'il est sur le point de révéler ses sentiments à Yuzuriha, une fille dont il est secrètement amoureux depuis quelques années. Alors que le jeune homme s'apprête à lui déclarer sa flamme, une lumière brillante apparaît dans le ciel et transforme toute l'humanité en statues de pierres. Lorsque Taiju réussit finalement à se libérer, il se retrouve face à un monde complètement différent où la nature a repris ses droits. Mais il n'est pas le seul à s'être réveillé. Son ami Senku, qui l'a précédé dans son éveil, lui annonce que 3 700 ans se sont écoulés depuis le mystérieux événement. Ensemble ils devront allier les compétences scientifiques exceptionnelles de l'un et les aptitudes physiques de l'autre pour sauver les 7 milliards d'êtres humains encore pétrifiés et découvrir l'origine de cette catastrophe.","Stone Wars","Cryogénisation","Chrome, très fier, raconte l'exploit de son évasion grâce à la science et à la batterie. Toutefois, selon Senku, Taiju et Yuzuriha ne sont pas intervenus, quelqu'un d'autre a aidé Chrome à s'échapper. Qui est-ce donc ?","01h30","31 - 35","44_Dr Stone_Cryogénisation.webp"
